post,visa_class,issuances,year,month,source_file,date,country
New Delhi,J1,140,2024,1,2024_01_post.xlsx,2024-01-01,India
New Delhi,M1,5,2024,1,2024_01_post.xlsx,2024-01-01,India
Niamey,F1,6,2024,1,2024_01_post.xlsx,2024-01-01,
Niamey,J1,2,2024,1,2024_01_post.xlsx,2024-01-01,
Nicosia,F1,6,2024,1,2024_01_post.xlsx,2024-01-01,
Nicosia,J1,8,2024,1,2024_01_post.xlsx,2024-01-01,
Nogales,F1,5,2024,1,2024_01_post.xlsx,2024-01-01,
Nouakchott,J1,4,2024,1,2024_01_post.xlsx,2024-01-01,
Nuevo Laredo,F1,7,2024,1,2024_01_post.xlsx,2024-01-01,
Nuevo Laredo,J1,1,2024,1,2024_01_post.xlsx,2024-01-01,
Nuevo Laredo,M1,1,2024,1,2024_01_post.xlsx,2024-01-01,
Osaka/Kobe,F1,187,2024,1,2024_01_post.xlsx,2024-01-01,Japan
Osaka/Kobe,J1,77,2024,1,2024_01_post.xlsx,2024-01-01,Japan
Osaka/Kobe,M1,4,2024,1,2024_01_post.xlsx,2024-01-01,Japan
Oslo,F1,58,2024,1,2024_01_post.xlsx,2024-01-01,Norway
Oslo,J1,48,2024,1,2024_01_post.xlsx,2024-01-01,Norway
Ottawa,F1,47,2024,1,2024_01_post.xlsx,2024-01-01,
Ottawa,J1,14,2024,1,2024_01_post.xlsx,2024-01-01,
Ottawa,M1,1,2024,1,2024_01_post.xlsx,2024-01-01,
Ouagadougou,F1,14,2024,1,2024_01_post.xlsx,2024-01-01,
Ouagadougou,J1,2,2024,1,2024_01_post.xlsx,2024-01-01,
Ouagadougou,M1,1,2024,1,2024_01_post.xlsx,2024-01-01,
Panama City,F1,61,2024,1,2024_01_post.xlsx,2024-01-01,
Panama City,J1,24,2024,1,2024_01_post.xlsx,2024-01-01,
Panama City,M1,9,2024,1,2024_01_post.xlsx,2024-01-01,
Paramaribo,F1,2,2024,1,2024_01_post.xlsx,2024-01-01,
Paramaribo,J1,1,2024,1,2024_01_post.xlsx,2024-01-01,
Paramaribo,M1,1,2024,1,2024_01_post.xlsx,2024-01-01,
Paris,F1,330,2024,1,2024_01_post.xlsx,2024-01-01,France
Paris,J1,632,2024,1,2024_01_post.xlsx,2024-01-01,France
Paris,M1,1,2024,1,2024_01_post.xlsx,2024-01-01,France
Perth,F1,6,2024,1,2024_01_post.xlsx,2024-01-01,
Perth,J1,13,2024,1,2024_01_post.xlsx,2024-01-01,
Phnom Penh,F1,89,2024,1,2024_01_post.xlsx,2024-01-01,
Phnom Penh,J1,4,2024,1,2024_01_post.xlsx,2024-01-01,
Phnom Penh,M1,1,2024,1,2024_01_post.xlsx,2024-01-01,
Podgorica,F1,2,2024,1,2024_01_post.xlsx,2024-01-01,
Podgorica,J1,10,2024,1,2024_01_post.xlsx,2024-01-01,
Port Louis,F1,4,2024,1,2024_01_post.xlsx,2024-01-01,
Port Louis,J1,4,2024,1,2024_01_post.xlsx,2024-01-01,
Port Moresby,F1,4,2024,1,2024_01_post.xlsx,2024-01-01,
Port Moresby,J1,4,2024,1,2024_01_post.xlsx,2024-01-01,
Port of Spain,F1,20,2024,1,2024_01_post.xlsx,2024-01-01,
Port of Spain,J1,8,2024,1,2024_01_post.xlsx,2024-01-01,
Port of Spain,M1,1,2024,1,2024_01_post.xlsx,2024-01-01,
Port-au-Prince,F1,1,2024,1,2024_01_post.xlsx,2024-01-01,
Port-au-Prince,J1,5,2024,1,2024_01_post.xlsx,2024-01-01,
Porto Alegre,F1,33,2024,1,2024_01_post.xlsx,2024-01-01,Brazil
Porto Alegre,J1,96,2024,1,2024_01_post.xlsx,2024-01-01,Brazil
Porto Alegre,M1,1,2024,1,2024_01_post.xlsx,2024-01-01,Brazil
Prague,F1,16,2024,1,2024_01_post.xlsx,2024-01-01,Czech Republic
Prague,J1,54,2024,1,2024_01_post.xlsx,2024-01-01,Czech Republic
Prague,M1,1,2024,1,2024_01_post.xlsx,2024-01-01,Czech Republic
Praia,F1,3,2024,1,2024_01_post.xlsx,2024-01-01,
Praia,J1,1,2024,1,2024_01_post.xlsx,2024-01-01,
Praia,M1,1,2024,1,2024_01_post.xlsx,2024-01-01,
Pristina,F1,5,2024,1,2024_01_post.xlsx,2024-01-01,
Pristina,J1,5,2024,1,2024_01_post.xlsx,2024-01-01,
Quebec,F1,2,2024,1,2024_01_post.xlsx,2024-01-01,
Quebec,J1,6,2024,1,2024_01_post.xlsx,2024-01-01,
Quito,F1,86,2024,1,2024_01_post.xlsx,2024-01-01,Ecuador
Quito,J1,586,2024,1,2024_01_post.xlsx,2024-01-01,Ecuador
Quito,M1,2,2024,1,2024_01_post.xlsx,2024-01-01,Ecuador
Rangoon,F1,88,2024,1,2024_01_post.xlsx,2024-01-01,
Rangoon,J1,3,2024,1,2024_01_post.xlsx,2024-01-01,
Recife,F1,11,2024,1,2024_01_post.xlsx,2024-01-01,
Recife,J1,44,2024,1,2024_01_post.xlsx,2024-01-01,
Recife,M1,1,2024,1,2024_01_post.xlsx,2024-01-01,
Reykjavik,F1,8,2024,1,2024_01_post.xlsx,2024-01-01,
Reykjavik,J1,8,2024,1,2024_01_post.xlsx,2024-01-01,
Riga,F1,2,2024,1,2024_01_post.xlsx,2024-01-01,
Riga,J1,7,2024,1,2024_01_post.xlsx,2024-01-01,
Rio de Janeiro,F1,71,2024,1,2024_01_post.xlsx,2024-01-01,Brazil
Rio de Janeiro,J1,84,2024,1,2024_01_post.xlsx,2024-01-01,Brazil
Rio de Janeiro,M1,2,2024,1,2024_01_post.xlsx,2024-01-01,Brazil
Riyadh,F1,76,2024,1,2024_01_post.xlsx,2024-01-01,Saudi Arabia
Riyadh,J1,14,2024,1,2024_01_post.xlsx,2024-01-01,Saudi Arabia
Riyadh,M1,17,2024,1,2024_01_post.xlsx,2024-01-01,Saudi Arabia
Rome,F1,67,2024,1,2024_01_post.xlsx,2024-01-01,Italy
Rome,J1,80,2024,1,2024_01_post.xlsx,2024-01-01,Italy
Rome,M1,4,2024,1,2024_01_post.xlsx,2024-01-01,Italy
San Jose,F1,22,2024,1,2024_01_post.xlsx,2024-01-01,
San Jose,J1,17,2024,1,2024_01_post.xlsx,2024-01-01,
San Jose,M1,1,2024,1,2024_01_post.xlsx,2024-01-01,
San Salvador,F1,19,2024,1,2024_01_post.xlsx,2024-01-01,
San Salvador,J1,20,2024,1,2024_01_post.xlsx,2024-01-01,
Santiago,F1,259,2024,1,2024_01_post.xlsx,2024-01-01,Chile
Santiago,J1,62,2024,1,2024_01_post.xlsx,2024-01-01,Chile
Santiago,M1,6,2024,1,2024_01_post.xlsx,2024-01-01,Chile
Santo Domingo,F1,139,2024,1,2024_01_post.xlsx,2024-01-01,Dominican Republic
Santo Domingo,J1,36,2024,1,2024_01_post.xlsx,2024-01-01,Dominican Republic
Santo Domingo,M1,1,2024,1,2024_01_post.xlsx,2024-01-01,Dominican Republic
Sao Paulo,F1,211,2024,1,2024_01_post.xlsx,2024-01-01,Brazil
Sao Paulo,J1,329,2024,1,2024_01_post.xlsx,2024-01-01,Brazil
Sao Paulo,M1,3,2024,1,2024_01_post.xlsx,2024-01-01,Brazil
Sarajevo,F1,13,2024,1,2024_01_post.xlsx,2024-01-01,
Sarajevo,J1,18,2024,1,2024_01_post.xlsx,2024-01-01,
Seoul,F1,464,2024,1,2024_01_post.xlsx,2024-01-01,South Korea
Seoul,J1,627,2024,1,2024_01_post.xlsx,2024-01-01,South Korea
Seoul,M1,26,2024,1,2024_01_post.xlsx,2024-01-01,South Korea
Shanghai,F1,766,2024,1,2024_01_post.xlsx,2024-01-01,China
Shanghai,J1,191,2024,1,2024_01_post.xlsx,2024-01-01,China
Shenyang,F1,149,2024,1,2024_01_post.xlsx,2024-01-01,China
Shenyang,J1,80,2024,1,2024_01_post.xlsx,2024-01-01,China
Singapore,F1,98,2024,1,2024_01_post.xlsx,2024-01-01,Singapore
Singapore,J1,60,2024,1,2024_01_post.xlsx,2024-01-01,Singapore
Singapore,M1,3,2024,1,2024_01_post.xlsx,2024-01-01,Singapore
Skopje,F1,4,2024,1,2024_01_post.xlsx,2024-01-01,
Skopje,J1,8,2024,1,2024_01_post.xlsx,2024-01-01,
Sofia,F1,4,2024,1,2024_01_post.xlsx,2024-01-01,Bulgaria
Sofia,J1,29,2024,1,2024_01_post.xlsx,2024-01-01,Bulgaria
Stockholm,F1,126,2024,1,2024_01_post.xlsx,2024-01-01,Sweden
Stockholm,J1,50,2024,1,2024_01_post.xlsx,2024-01-01,Sweden
Surabaya,F1,6,2024,1,2024_01_post.xlsx,2024-01-01,
Surabaya,J1,12,2024,1,2024_01_post.xlsx,2024-01-01,
Suva,F1,4,2024,1,2024_01_post.xlsx,2024-01-01,
Suva,J1,9,2024,1,2024_01_post.xlsx,2024-01-01,
Suva,M1,1,2024,1,2024_01_post.xlsx,2024-01-01,
Sydney,F1,33,2024,1,2024_01_post.xlsx,2024-01-01,Australia
Sydney,J1,83,2024,1,2024_01_post.xlsx,2024-01-01,Australia
Sydney,M1,1,2024,1,2024_01_post.xlsx,2024-01-01,Australia
Tallinn,F1,4,2024,1,2024_01_post.xlsx,2024-01-01,
Tallinn,J1,18,2024,1,2024_01_post.xlsx,2024-01-01,
Tashkent,F1,32,2024,1,2024_01_post.xlsx,2024-01-01,
Tashkent,J1,17,2024,1,2024_01_post.xlsx,2024-01-01,
Tbilisi,F1,16,2024,1,2024_01_post.xlsx,2024-01-01,
Tbilisi,J1,8,2024,1,2024_01_post.xlsx,2024-01-01,
Tegucigalpa,F1,47,2024,1,2024_01_post.xlsx,2024-01-01,
Tegucigalpa,J1,37,2024,1,2024_01_post.xlsx,2024-01-01,
Tel Aviv,F1,24,2024,1,2024_01_post.xlsx,2024-01-01,Israel
Tel Aviv,J1,38,2024,1,2024_01_post.xlsx,2024-01-01,Israel
Tijuana,F1,15,2024,1,2024_01_post.xlsx,2024-01-01,
Tijuana,J1,12,2024,1,2024_01_post.xlsx,2024-01-01,
Tijuana,M1,1,2024,1,2024_01_post.xlsx,2024-01-01,
Tirana,F1,38,2024,1,2024_01_post.xlsx,2024-01-01,
Tirana,J1,6,2024,1,2024_01_post.xlsx,2024-01-01,
Tokyo,F1,381,2024,1,2024_01_post.xlsx,2024-01-01,Japan
Tokyo,J1,125,2024,1,2024_01_post.xlsx,2024-01-01,Japan
Tokyo,M1,35,2024,1,2024_01_post.xlsx,2024-01-01,Japan
Toronto,F1,50,2024,1,2024_01_post.xlsx,2024-01-01,Canada
Toronto,J1,19,2024,1,2024_01_post.xlsx,2024-01-01,Canada
Tunis,F1,29,2024,1,2024_01_post.xlsx,2024-01-01,
Tunis,J1,11,2024,1,2024_01_post.xlsx,2024-01-01,
Ulaanbaatar,F1,22,2024,1,2024_01_post.xlsx,2024-01-01,Mongolia
Ulaanbaatar,J1,153,2024,1,2024_01_post.xlsx,2024-01-01,Mongolia
Ulaanbaatar,M1,3,2024,1,2024_01_post.xlsx,2024-01-01,Mongolia
Valletta,F1,4,2024,1,2024_01_post.xlsx,2024-01-01,
Valletta,J1,2,2024,1,2024_01_post.xlsx,2024-01-01,
Vancouver,F1,120,2024,1,2024_01_post.xlsx,2024-01-01,Canada
Vancouver,J1,14,2024,1,2024_01_post.xlsx,2024-01-01,Canada
Vancouver,M1,2,2024,1,2024_01_post.xlsx,2024-01-01,Canada
Vienna,F1,14,2024,1,2024_01_post.xlsx,2024-01-01,Austria
Vienna,J1,61,2024,1,2024_01_post.xlsx,2024-01-01,Austria
Vienna,M1,1,2024,1,2024_01_post.xlsx,2024-01-01,Austria
Vientiane,F1,5,2024,1,2024_01_post.xlsx,2024-01-01,
Vilnius,F1,4,2024,1,2024_01_post.xlsx,2024-01-01,
Vilnius,J1,15,2024,1,2024_01_post.xlsx,2024-01-01,
Warsaw,F1,29,2024,1,2024_01_post.xlsx,2024-01-01,Poland
Warsaw,J1,66,2024,1,2024_01_post.xlsx,2024-01-01,Poland
Windhoek,F1,11,2024,1,2024_01_post.xlsx,2024-01-01,
Windhoek,J1,9,2024,1,2024_01_post.xlsx,2024-01-01,
Wuhan,F1,27,2024,1,2024_01_post.xlsx,2024-01-01,China
Wuhan,J1,2,2024,1,2024_01_post.xlsx,2024-01-01,China
Yaounde,F1,58,2024,1,2024_01_post.xlsx,2024-01-01,
Yaounde,J1,5,2024,1,2024_01_post.xlsx,2024-01-01,
Yerevan,F1,19,2024,1,2024_01_post.xlsx,2024-01-01,Armenia
Yerevan,J1,81,2024,1,2024_01_post.xlsx,2024-01-01,Armenia
Yerevan,M1,1,2024,1,2024_01_post.xlsx,2024-01-01,Armenia
Zagreb,F1,5,2024,1,2024_01_post.xlsx,2024-01-01,Croatia
Zagreb,J1,25,2024,1,2024_01_post.xlsx,2024-01-01,Croatia
Abidjan,F1,35,2024,2,2024_02_post.xlsx,2024-02-01,
Abidjan,M1,1,2024,2,2024_02_post.xlsx,2024-02-01,
Abu Dhabi,F1,51,2024,2,2024_02_post.xlsx,2024-02-01,United Arab Emirates
Abu Dhabi,J1,29,2024,2,2024_02_post.xlsx,2024-02-01,United Arab Emirates
Abuja,F1,48,2024,2,2024_02_post.xlsx,2024-02-01,Nigeria
Abuja,J1,5,2024,2,2024_02_post.xlsx,2024-02-01,Nigeria
Abuja,M1,3,2024,2,2024_02_post.xlsx,2024-02-01,Nigeria
Accra,F1,53,2024,2,2024_02_post.xlsx,2024-02-01,Ghana
Accra,J1,23,2024,2,2024_02_post.xlsx,2024-02-01,Ghana
Addis Ababa,F1,25,2024,2,2024_02_post.xlsx,2024-02-01,
Addis Ababa,J1,13,2024,2,2024_02_post.xlsx,2024-02-01,
Addis Ababa,M1,1,2024,2,2024_02_post.xlsx,2024-02-01,
AIT Taipei,F1,93,2024,2,2024_02_post.xlsx,2024-02-01,Taiwan
AIT Taipei,J1,102,2024,2,2024_02_post.xlsx,2024-02-01,Taiwan
AIT Taipei,M1,4,2024,2,2024_02_post.xlsx,2024-02-01,Taiwan
Algiers,F1,28,2024,2,2024_02_post.xlsx,2024-02-01,
Algiers,J1,7,2024,2,2024_02_post.xlsx,2024-02-01,
Algiers,M1,2,2024,2,2024_02_post.xlsx,2024-02-01,
Almaty,F1,15,2024,2,2024_02_post.xlsx,2024-02-01,Kazakhstan
Almaty,J1,25,2024,2,2024_02_post.xlsx,2024-02-01,Kazakhstan
Almaty,M1,2,2024,2,2024_02_post.xlsx,2024-02-01,Kazakhstan
Amman,F1,12,2024,2,2024_02_post.xlsx,2024-02-01,
Amman,J1,43,2024,2,2024_02_post.xlsx,2024-02-01,
Amsterdam,F1,24,2024,2,2024_02_post.xlsx,2024-02-01,Netherlands
Amsterdam,J1,103,2024,2,2024_02_post.xlsx,2024-02-01,Netherlands
Ankara,F1,73,2024,2,2024_02_post.xlsx,2024-02-01,Turkey
Ankara,J1,141,2024,2,2024_02_post.xlsx,2024-02-01,Turkey
Antananarivo,F1,2,2024,2,2024_02_post.xlsx,2024-02-01,
Antananarivo,J1,3,2024,2,2024_02_post.xlsx,2024-02-01,
Ashgabat,F1,11,2024,2,2024_02_post.xlsx,2024-02-01,
Astana,F1,25,2024,2,2024_02_post.xlsx,2024-02-01,Kazakhstan
Astana,J1,9,2024,2,2024_02_post.xlsx,2024-02-01,Kazakhstan
Asuncion,F1,5,2024,2,2024_02_post.xlsx,2024-02-01,
Asuncion,J1,15,2024,2,2024_02_post.xlsx,2024-02-01,
Athens,F1,12,2024,2,2024_02_post.xlsx,2024-02-01,
Athens,J1,32,2024,2,2024_02_post.xlsx,2024-02-01,
Athens,M1,1,2024,2,2024_02_post.xlsx,2024-02-01,
Auckland,F1,7,2024,2,2024_02_post.xlsx,2024-02-01,New Zealand
Auckland,J1,149,2024,2,2024_02_post.xlsx,2024-02-01,New Zealand
Auckland,M1,1,2024,2,2024_02_post.xlsx,2024-02-01,New Zealand
Baghdad,F1,4,2024,2,2024_02_post.xlsx,2024-02-01,
Baghdad,J1,10,2024,2,2024_02_post.xlsx,2024-02-01,
Baku,F1,4,2024,2,2024_02_post.xlsx,2024-02-01,
Baku,J1,5,2024,2,2024_02_post.xlsx,2024-02-01,
Bamako,F1,3,2024,2,2024_02_post.xlsx,2024-02-01,
Bamako,J1,1,2024,2,2024_02_post.xlsx,2024-02-01,
Bandar Seri Begawan,F1,1,2024,2,2024_02_post.xlsx,2024-02-01,
Bandar Seri Begawan,J1,5,2024,2,2024_02_post.xlsx,2024-02-01,
Bangkok,F1,166,2024,2,2024_02_post.xlsx,2024-02-01,Thailand
Bangkok,J1,2440,2024,2,2024_02_post.xlsx,2024-02-01,Thailand
Bangkok,M1,2,2024,2,2024_02_post.xlsx,2024-02-01,Thailand
Banjul,J1,3,2024,2,2024_02_post.xlsx,2024-02-01,
Beijing,F1,331,2024,2,2024_02_post.xlsx,2024-02-01,China
Beijing,J1,251,2024,2,2024_02_post.xlsx,2024-02-01,China
Beijing,M1,11,2024,2,2024_02_post.xlsx,2024-02-01,China
Beirut,F1,5,2024,2,2024_02_post.xlsx,2024-02-01,
Beirut,J1,17,2024,2,2024_02_post.xlsx,2024-02-01,
Belfast,F1,5,2024,2,2024_02_post.xlsx,2024-02-01,United Kingdom
Belfast,J1,188,2024,2,2024_02_post.xlsx,2024-02-01,United Kingdom
Belfast,M1,1,2024,2,2024_02_post.xlsx,2024-02-01,United Kingdom
Belgrade,F1,18,2024,2,2024_02_post.xlsx,2024-02-01,Serbia
Belgrade,J1,15,2024,2,2024_02_post.xlsx,2024-02-01,Serbia
Belmopan,F1,3,2024,2,2024_02_post.xlsx,2024-02-01,
Belmopan,J1,7,2024,2,2024_02_post.xlsx,2024-02-01,
Berlin,F1,34,2024,2,2024_02_post.xlsx,2024-02-01,Germany
Berlin,J1,181,2024,2,2024_02_post.xlsx,2024-02-01,Germany
Berlin,M1,5,2024,2,2024_02_post.xlsx,2024-02-01,Germany
Bern,F1,103,2024,2,2024_02_post.xlsx,2024-02-01,Switzerland
Bern,J1,127,2024,2,2024_02_post.xlsx,2024-02-01,Switzerland
Bern,M1,5,2024,2,2024_02_post.xlsx,2024-02-01,Switzerland
Bishkek,F1,29,2024,2,2024_02_post.xlsx,2024-02-01,
Bishkek,J1,3,2024,2,2024_02_post.xlsx,2024-02-01,
Bogota,F1,164,2024,2,2024_02_post.xlsx,2024-02-01,Colombia
Bogota,J1,700,2024,2,2024_02_post.xlsx,2024-02-01,Colombia
Bogota,M1,3,2024,2,2024_02_post.xlsx,2024-02-01,Colombia
Brasilia,F1,26,2024,2,2024_02_post.xlsx,2024-02-01,Brazil
Brasilia,J1,99,2024,2,2024_02_post.xlsx,2024-02-01,Brazil
Brasilia,M1,2,2024,2,2024_02_post.xlsx,2024-02-01,Brazil
Bratislava,F1,5,2024,2,2024_02_post.xlsx,2024-02-01,Slovakia
Bratislava,J1,22,2024,2,2024_02_post.xlsx,2024-02-01,Slovakia
Brazzaville,F1,5,2024,2,2024_02_post.xlsx,2024-02-01,
Brazzaville,J1,1,2024,2,2024_02_post.xlsx,2024-02-01,
Bridgetown,F1,13,2024,2,2024_02_post.xlsx,2024-02-01,
Bridgetown,J1,17,2024,2,2024_02_post.xlsx,2024-02-01,
Bridgetown,M1,1,2024,2,2024_02_post.xlsx,2024-02-01,
Brussels,F1,12,2024,2,2024_02_post.xlsx,2024-02-01,Belgium
Brussels,J1,52,2024,2,2024_02_post.xlsx,2024-02-01,Belgium
Brussels,M1,2,2024,2,2024_02_post.xlsx,2024-02-01,Belgium
Bucharest,F1,11,2024,2,2024_02_post.xlsx,2024-02-01,Romania
Bucharest,J1,680,2024,2,2024_02_post.xlsx,2024-02-01,Romania
Budapest,F1,8,2024,2,2024_02_post.xlsx,2024-02-01,Hungary
Budapest,J1,219,2024,2,2024_02_post.xlsx,2024-02-01,Hungary
Buenos Aires,F1,46,2024,2,2024_02_post.xlsx,2024-02-01,Argentina
Buenos Aires,J1,154,2024,2,2024_02_post.xlsx,2024-02-01,Argentina
Buenos Aires,M1,1,2024,2,2024_02_post.xlsx,2024-02-01,Argentina
Bujumbura,F1,2,2024,2,2024_02_post.xlsx,2024-02-01,
Bujumbura,J1,3,2024,2,2024_02_post.xlsx,2024-02-01,
Cairo,F1,76,2024,2,2024_02_post.xlsx,2024-02-01,Egypt
Cairo,J1,76,2024,2,2024_02_post.xlsx,2024-02-01,Egypt
Cairo,M1,2,2024,2,2024_02_post.xlsx,2024-02-01,Egypt
Calgary,F1,14,2024,2,2024_02_post.xlsx,2024-02-01,
Calgary,J1,14,2024,2,2024_02_post.xlsx,2024-02-01,
Cape Town,F1,8,2024,2,2024_02_post.xlsx,2024-02-01,
Cape Town,J1,87,2024,2,2024_02_post.xlsx,2024-02-01,
Cape Town,M1,1,2024,2,2024_02_post.xlsx,2024-02-01,
Casablanca,F1,26,2024,2,2024_02_post.xlsx,2024-02-01,
Casablanca,J1,16,2024,2,2024_02_post.xlsx,2024-02-01,
Casablanca,M1,1,2024,2,2024_02_post.xlsx,2024-02-01,
Chennai,F1,352,2024,2,2024_02_post.xlsx,2024-02-01,India
Chennai,J1,375,2024,2,2024_02_post.xlsx,2024-02-01,India
Chennai,M1,4,2024,2,2024_02_post.xlsx,2024-02-01,India
Chiang Mai,F1,14,2024,2,2024_02_post.xlsx,2024-02-01,
Chiang Mai,J1,373,2024,2,2024_02_post.xlsx,2024-02-01,
Chisinau,F1,1,2024,2,2024_02_post.xlsx,2024-02-01,
Chisinau,J1,12,2024,2,2024_02_post.xlsx,2024-02-01,
Ciudad Juarez,F1,23,2024,2,2024_02_post.xlsx,2024-02-01,
Ciudad Juarez,J1,9,2024,2,2024_02_post.xlsx,2024-02-01,
Ciudad Juarez,M1,1,2024,2,2024_02_post.xlsx,2024-02-01,
Colombo,F1,10,2024,2,2024_02_post.xlsx,2024-02-01,
Colombo,J1,9,2024,2,2024_02_post.xlsx,2024-02-01,
Colombo,M1,6,2024,2,2024_02_post.xlsx,2024-02-01,
Conakry,F1,1,2024,2,2024_02_post.xlsx,2024-02-01,
Copenhagen,F1,14,2024,2,2024_02_post.xlsx,2024-02-01,Denmark
Copenhagen,J1,74,2024,2,2024_02_post.xlsx,2024-02-01,Denmark
Cotonou,F1,9,2024,2,2024_02_post.xlsx,2024-02-01,
Cotonou,J1,2,2024,2,2024_02_post.xlsx,2024-02-01,
Curacao,F1,1,2024,2,2024_02_post.xlsx,2024-02-01,
Curacao,J1,2,2024,2,2024_02_post.xlsx,2024-02-01,
Dakar,F1,7,2024,2,2024_02_post.xlsx,2024-02-01,
Dakar,J1,3,2024,2,2024_02_post.xlsx,2024-02-01,
Dar es Salaam,F1,5,2024,2,2024_02_post.xlsx,2024-02-01,
Dar es Salaam,J1,8,2024,2,2024_02_post.xlsx,2024-02-01,
Dhahran,F1,75,2024,2,2024_02_post.xlsx,2024-02-01,Saudi Arabia
Dhahran,J1,9,2024,2,2024_02_post.xlsx,2024-02-01,Saudi Arabia
Dhahran,M1,6,2024,2,2024_02_post.xlsx,2024-02-01,Saudi Arabia
Dhaka,F1,136,2024,2,2024_02_post.xlsx,2024-02-01,Bangladesh
Dhaka,J1,7,2024,2,2024_02_post.xlsx,2024-02-01,Bangladesh
Dhaka,M1,1,2024,2,2024_02_post.xlsx,2024-02-01,Bangladesh
Dili,J1,1,2024,2,2024_02_post.xlsx,2024-02-01,
Djibouti,F1,1,2024,2,2024_02_post.xlsx,2024-02-01,
Doha,F1,27,2024,2,2024_02_post.xlsx,2024-02-01,Qatar
Doha,J1,11,2024,2,2024_02_post.xlsx,2024-02-01,Qatar
Doha,M1,2,2024,2,2024_02_post.xlsx,2024-02-01,Qatar
Dubai,F1,23,2024,2,2024_02_post.xlsx,2024-02-01,United Arab Emirates
Dubai,J1,14,2024,2,2024_02_post.xlsx,2024-02-01,United Arab Emirates
Dubai,M1,2,2024,2,2024_02_post.xlsx,2024-02-01,United Arab Emirates
Dublin,F1,9,2024,2,2024_02_post.xlsx,2024-02-01,Ireland
Dublin,J1,231,2024,2,2024_02_post.xlsx,2024-02-01,Ireland
Dublin,M1,1,2024,2,2024_02_post.xlsx,2024-02-01,Ireland
Durban,F1,6,2024,2,2024_02_post.xlsx,2024-02-01,
Durban,J1,84,2024,2,2024_02_post.xlsx,2024-02-01,
Dushanbe,F1,1,2024,2,2024_02_post.xlsx,2024-02-01,
Dushanbe,J1,2,2024,2,2024_02_post.xlsx,2024-02-01,
Erbil,F1,4,2024,2,2024_02_post.xlsx,2024-02-01,
Erbil,J1,3,2024,2,2024_02_post.xlsx,2024-02-01,
Florence,F1,15,2024,2,2024_02_post.xlsx,2024-02-01,Italy
Florence,J1,99,2024,2,2024_02_post.xlsx,2024-02-01,Italy
Frankfurt,F1,64,2024,2,2024_02_post.xlsx,2024-02-01,Germany
Frankfurt,J1,348,2024,2,2024_02_post.xlsx,2024-02-01,Germany
Frankfurt,M1,6,2024,2,2024_02_post.xlsx,2024-02-01,Germany
Freetown,F1,4,2024,2,2024_02_post.xlsx,2024-02-01,
Freetown,J1,1,2024,2,2024_02_post.xlsx,2024-02-01,
Gaborone,J1,10,2024,2,2024_02_post.xlsx,2024-02-01,
Georgetown,F1,2,2024,2,2024_02_post.xlsx,2024-02-01,
Georgetown,J1,2,2024,2,2024_02_post.xlsx,2024-02-01,
Georgetown,M1,3,2024,2,2024_02_post.xlsx,2024-02-01,
Guadalajara,F1,22,2024,2,2024_02_post.xlsx,2024-02-01,Mexico
Guadalajara,J1,173,2024,2,2024_02_post.xlsx,2024-02-01,Mexico
Guadalajara,M1,7,2024,2,2024_02_post.xlsx,2024-02-01,Mexico
Guangzhou,F1,252,2024,2,2024_02_post.xlsx,2024-02-01,China
Guangzhou,J1,189,2024,2,2024_02_post.xlsx,2024-02-01,China
Guangzhou,M1,4,2024,2,2024_02_post.xlsx,2024-02-01,China
Guatemala City,F1,21,2024,2,2024_02_post.xlsx,2024-02-01,
Guatemala City,J1,25,2024,2,2024_02_post.xlsx,2024-02-01,
Guatemala City,M1,3,2024,2,2024_02_post.xlsx,2024-02-01,
Guayaquil,F1,16,2024,2,2024_02_post.xlsx,2024-02-01,Ecuador
Guayaquil,J1,142,2024,2,2024_02_post.xlsx,2024-02-01,Ecuador
Halifax,F1,2,2024,2,2024_02_post.xlsx,2024-02-01,
Hamilton,J1,1,2024,2,2024_02_post.xlsx,2024-02-01,
Hanoi,F1,147,2024,2,2024_02_post.xlsx,2024-02-01,Vietnam
Hanoi,J1,17,2024,2,2024_02_post.xlsx,2024-02-01,Vietnam
Hanoi,M1,3,2024,2,2024_02_post.xlsx,2024-02-01,Vietnam
Harare,F1,15,2024,2,2024_02_post.xlsx,2024-02-01,Zimbabwe
Harare,J1,25,2024,2,2024_02_post.xlsx,2024-02-01,Zimbabwe
Harare,M1,1,2024,2,2024_02_post.xlsx,2024-02-01,Zimbabwe
Havana,J1,4,2024,2,2024_02_post.xlsx,2024-02-01,
Helsinki,F1,2,2024,2,2024_02_post.xlsx,2024-02-01,
Helsinki,J1,30,2024,2,2024_02_post.xlsx,2024-02-01,
Hermosillo,F1,6,2024,2,2024_02_post.xlsx,2024-02-01,
Hermosillo,J1,13,2024,2,2024_02_post.xlsx,2024-02-01,
Hermosillo,M1,1,2024,2,2024_02_post.xlsx,2024-02-01,
Ho Chi Minh City,F1,324,2024,2,2024_02_post.xlsx,2024-02-01,Vietnam
Ho Chi Minh City,J1,16,2024,2,2024_02_post.xlsx,2024-02-01,Vietnam
Ho Chi Minh City,M1,1,2024,2,2024_02_post.xlsx,2024-02-01,Vietnam
Hong Kong,F1,85,2024,2,2024_02_post.xlsx,2024-02-01,Hong Kong
Hong Kong,J1,47,2024,2,2024_02_post.xlsx,2024-02-01,Hong Kong
